asset_id,timestamp,ecc_correctable_24h,ecc_uncorrectable_24h,temp_c,reallocated_sectors,pending_sectors,smart_read_error_rate,input_voltage_v,output_ripple_mv,fan_rpm,link_flap_count_24h,crc_errors_24h
AST-0001-DIMM,2026-06-24T00:00:00,1.0,0.0,38.093461479413044,,,,,,,,
AST-0001-DIMM,2026-06-24T06:00:00,1.0,0.0,41.94959652748713,,,,,,,,
AST-0001-DIMM,2026-06-24T12:00:00,0.0,0.0,44.638193924588485,,,,,,,,
AST-0001-DIMM,2026-06-24T18:00:00,1.0,0.0,45.3817236209041,,,,,,,,
AST-0001-DIMM,2026-06-25T00:00:00,0.0,0.0,39.42212261135028,,,,,,,,
AST-0001-DIMM,2026-06-25T06:00:00,0.0,0.0,39.123352197513,,,,,,,,
AST-0001-DIMM,2026-06-25T12:00:00,1.0,0.0,41.445412909364215,,,,,,,,
AST-0001-DIMM,2026-06-25T18:00:00,0.0,0.0,45.66762401602209,,,,,,,,
AST-0001-DIMM,2026-06-26T00:00:00,2.0,0.0,43.59692755666005,,,,,,,,
AST-0001-DIMM,2026-06-26T06:00:00,0.0,0.0,43.23819783478797,,,,,,,,
AST-0001-DIMM,2026-06-26T12:00:00,1.0,0.0,40.78075495084615,,,,,,,,
AST-0001-DIMM,2026-06-26T18:00:00,0.0,0.0,39.558681815256364,,,,,,,,
AST-0001-DIMM,2026-06-27T00:00:00,0.0,0.0,45.38691687816267,,,,,,,,
AST-0001-DIMM,2026-06-27T06:00:00,0.0,0.0,39.47953056911241,,,,,,,,
AST-0001-DIMM,2026-06-27T12:00:00,0.0,0.0,43.951778363474105,,,,,,,,
AST-0001-DIMM,2026-06-27T18:00:00,0.0,0.0,43.62946280491558,,,,,,,,
AST-0001-DIMM,2026-06-28T00:00:00,1.0,0.0,42.350057427422186,,,,,,,,
AST-0001-DIMM,2026-06-28T06:00:00,0.0,0.0,44.61428633384457,,,,,,,,
AST-0001-DIMM,2026-06-28T12:00:00,0.0,0.0,44.036740689215684,,,,,,,,
AST-0001-DIMM,2026-06-28T18:00:00,0.0,0.0,42.86735819606995,,,,,,,,
AST-0001-DIMM,2026-06-29T00:00:00,0.0,0.0,37.628532540433,,,,,,,,
AST-0001-DIMM,2026-06-29T06:00:00,1.0,0.0,40.083366455269974,,,,,,,,
AST-0001-DIMM,2026-06-29T12:00:00,0.0,0.0,46.48482393370319,,,,,,,,
AST-0001-DIMM,2026-06-29T18:00:00,0.0,0.0,44.90483506377444,,,,,,,,
AST-0001-DIMM,2026-06-30T00:00:00,0.0,0.0,40.995344910042675,,,,,,,,
AST-0001-DIMM,2026-06-30T06:00:00,0.0,0.0,43.758666994077835,,,,,,,,
AST-0001-DIMM,2026-06-30T12:00:00,0.0,0.0,44.38004170559977,,,,,,,,
AST-0001-DIMM,2026-06-30T18:00:00,0.0,0.0,40.612944622006296,,,,,,,,
AST-0001-DIMM,2026-07-01T00:00:00,0.0,0.0,41.42608702535516,,,,,,,,
AST-0001-DIMM,2026-07-01T06:00:00,1.0,0.0,39.24164314199517,,,,,,,,
AST-0001-DIMM,2026-07-01T12:00:00,0.0,0.0,42.4272772082117,,,,,,,,
AST-0001-DIMM,2026-07-01T18:00:00,0.0,0.0,40.7182420609904,,,,,,,,
AST-0001-DIMM,2026-07-02T00:00:00,1.0,0.0,41.071960380839286,,,,,,,,
AST-0001-DIMM,2026-07-02T06:00:00,1.0,0.0,40.91083846030479,,,,,,,,
AST-0001-DIMM,2026-07-02T12:00:00,0.0,0.0,38.41248106323288,,,,,,,,
AST-0001-DIMM,2026-07-02T18:00:00,0.0,0.0,40.591792979391826,,,,,,,,
AST-0001-DIMM,2026-07-03T00:00:00,0.0,0.0,43.44223997671773,,,,,,,,
AST-0001-DIMM,2026-07-03T06:00:00,1.0,0.0,41.704543546471726,,,,,,,,
AST-0001-DIMM,2026-07-03T12:00:00,0.0,0.0,41.7608453672808,,,,,,,,
AST-0001-DIMM,2026-07-03T18:00:00,0.0,0.0,37.65866258273074,,,,,,,,
AST-0001-DIMM,2026-07-04T00:00:00,0.0,0.0,39.008259517195555,,,,,,,,
AST-0001-DIMM,2026-07-04T06:00:00,1.0,0.0,40.86551233788183,,,,,,,,
AST-0001-DIMM,2026-07-04T12:00:00,2.0,0.0,39.19914695997037,,,,,,,,
AST-0001-DIMM,2026-07-04T18:00:00,0.0,0.0,39.14993383526826,,,,,,,,
AST-0001-DIMM,2026-07-05T00:00:00,1.0,0.0,36.818038730422955,,,,,,,,
AST-0001-DIMM,2026-07-05T06:00:00,0.0,0.0,42.71320680699684,,,,,,,,
AST-0001-DIMM,2026-07-05T12:00:00,0.0,0.0,37.66182643683464,,,,,,,,
AST-0001-DIMM,2026-07-05T18:00:00,1.0,0.0,42.69802863406411,,,,,,,,
AST-0001-DIMM,2026-07-06T00:00:00,0.0,0.0,46.80533667396275,,,,,,,,
AST-0001-DIMM,2026-07-06T06:00:00,0.0,0.0,38.92950752213441,,,,,,,,
AST-0001-DIMM,2026-07-06T12:00:00,0.0,0.0,42.659990051915294,,,,,,,,
AST-0001-DIMM,2026-07-06T18:00:00,0.0,0.0,44.50533373774373,,,,,,,,
AST-0001-DIMM,2026-07-07T00:00:00,0.0,0.0,46.38990867365869,,,,,,,,
AST-0001-DIMM,2026-07-07T06:00:00,0.0,0.0,40.080745401750754,,,,,,,,
AST-0001-DIMM,2026-07-07T12:00:00,1.0,0.0,37.869941557331074,,,,,,,,
AST-0001-DIMM,2026-07-07T18:00:00,0.0,0.0,41.33333190870368,,,,,,,,
AST-0001-DIMM,2026-07-08T00:00:00,1.0,0.0,42.94054154235059,,,,,,,,
AST-0001-DIMM,2026-07-08T06:00:00,0.0,0.0,47.99019267507536,,,,,,,,
AST-0001-DIMM,2026-07-08T12:00:00,0.0,0.0,43.24322829982799,,,,,,,,
AST-0001-DIMM,2026-07-08T18:00:00,0.0,0.0,35.60386115780607,,,,,,,,
AST-0001-DIMM,2026-07-09T00:00:00,0.0,0.0,39.56117671406902,,,,,,,,
AST-0001-DIMM,2026-07-09T06:00:00,0.0,0.0,40.163709602820575,,,,,,,,
AST-0001-DIMM,2026-07-09T12:00:00,0.0,0.0,45.197940692362934,,,,,,,,
AST-0001-DIMM,2026-07-09T18:00:00,1.0,0.0,38.89303874152257,,,,,,,,
AST-0001-DIMM,2026-07-10T00:00:00,0.0,0.0,40.54107627278001,,,,,,,,
AST-0001-DIMM,2026-07-10T06:00:00,0.0,0.0,42.84206030085428,,,,,,,,
AST-0001-DIMM,2026-07-10T12:00:00,1.0,0.0,44.94821853306917,,,,,,,,
AST-0001-DIMM,2026-07-10T18:00:00,1.0,0.0,39.104649713302884,,,,,,,,
AST-0001-DIMM,2026-07-11T00:00:00,0.0,0.0,48.38540919730549,,,,,,,,
AST-0001-DIMM,2026-07-11T06:00:00,2.0,0.0,44.79471903862273,,,,,,,,
AST-0001-DIMM,2026-07-11T12:00:00,0.0,0.0,41.53008630702573,,,,,,,,
AST-0001-DIMM,2026-07-11T18:00:00,0.0,0.0,40.035636913711826,,,,,,,,
AST-0001-DIMM,2026-07-12T00:00:00,0.0,0.0,40.63504955897766,,,,,,,,
AST-0001-DIMM,2026-07-12T06:00:00,0.0,0.0,38.16618727704114,,,,,,,,
AST-0001-DIMM,2026-07-12T12:00:00,1.0,0.0,42.47997484072032,,,,,,,,
AST-0001-DIMM,2026-07-12T18:00:00,1.0,0.0,45.918005225120474,,,,,,,,
AST-0001-DIMM,2026-07-13T00:00:00,1.0,0.0,45.318866130179664,,,,,,,,
AST-0001-DIMM,2026-07-13T06:00:00,0.0,0.0,46.60726797598797,,,,,,,,
AST-0001-DIMM,2026-07-13T12:00:00,0.0,0.0,38.3265929048385,,,,,,,,
AST-0001-DIMM,2026-07-13T18:00:00,0.0,0.0,46.95278379669375,,,,,,,,
AST-0001-DIMM,2026-07-14T00:00:00,1.0,0.0,40.85043803659204,,,,,,,,
AST-0001-DIMM,2026-07-14T06:00:00,0.0,0.0,38.67886295386953,,,,,,,,
AST-0001-DIMM,2026-07-14T12:00:00,0.0,0.0,43.929980384067136,,,,,,,,
AST-0001-DIMM,2026-07-14T18:00:00,1.0,0.0,41.50967130442646,,,,,,,,
AST-0001-DIMM,2026-07-15T00:00:00,0.0,0.0,46.22244558394115,,,,,,,,
AST-0001-DIMM,2026-07-15T06:00:00,0.0,0.0,43.93181637983057,,,,,,,,
AST-0001-DIMM,2026-07-15T12:00:00,0.0,0.0,41.85384479420965,,,,,,,,
AST-0001-DIMM,2026-07-15T18:00:00,1.0,0.0,39.36554289921375,,,,,,,,
AST-0001-DIMM,2026-07-16T00:00:00,1.0,0.0,38.02082184678131,,,,,,,,
AST-0001-DIMM,2026-07-16T06:00:00,0.0,0.0,40.54749169999926,,,,,,,,
AST-0001-DIMM,2026-07-16T12:00:00,0.0,0.0,45.00827347591381,,,,,,,,
AST-0001-DIMM,2026-07-16T18:00:00,0.0,0.0,46.012194322328234,,,,,,,,
AST-0001-DIMM,2026-07-17T00:00:00,0.0,0.0,39.91217216498789,,,,,,,,
AST-0001-DIMM,2026-07-17T06:00:00,0.0,0.0,42.727490373813666,,,,,,,,
AST-0001-DIMM,2026-07-17T12:00:00,0.0,0.0,38.7468357832999,,,,,,,,
AST-0001-DIMM,2026-07-17T18:00:00,0.0,0.0,42.68468499041671,,,,,,,,
AST-0001-DIMM,2026-07-18T00:00:00,1.0,0.0,39.44026994832354,,,,,,,,
AST-0001-DIMM,2026-07-18T06:00:00,1.0,0.0,40.22787895810954,,,,,,,,
AST-0001-DIMM,2026-07-18T12:00:00,0.0,0.0,45.6175608626647,,,,,,,,
AST-0001-DIMM,2026-07-18T18:00:00,1.0,0.0,35.55813291078404,,,,,,,,
AST-0001-DIMM,2026-07-19T00:00:00,0.0,0.0,38.81275676442131,,,,,,,,
AST-0001-DIMM,2026-07-19T06:00:00,1.0,0.0,40.41168171790178,,,,,,,,
AST-0001-DIMM,2026-07-19T12:00:00,0.0,0.0,45.371582192377936,,,,,,,,
AST-0001-DIMM,2026-07-19T18:00:00,0.0,0.0,36.726814825930106,,,,,,,,
AST-0001-DIMM,2026-07-20T00:00:00,0.0,0.0,48.38774133608489,,,,,,,,
AST-0001-DIMM,2026-07-20T06:00:00,0.0,0.0,38.70964326463608,,,,,,,,
AST-0001-DIMM,2026-07-20T12:00:00,1.0,0.0,38.48530011352398,,,,,,,,
AST-0001-DIMM,2026-07-20T18:00:00,0.0,0.0,43.02466665282153,,,,,,,,
AST-0001-DIMM,2026-07-21T00:00:00,1.0,0.0,41.26416646217367,,,,,,,,
AST-0001-DIMM,2026-07-21T06:00:00,1.0,0.0,40.8715317863097,,,,,,,,
AST-0001-DIMM,2026-07-21T12:00:00,0.0,0.0,37.87531257489005,,,,,,,,
AST-0001-DIMM,2026-07-21T18:00:00,0.0,0.0,41.200837529973136,,,,,,,,
AST-0001-DIMM,2026-07-22T00:00:00,0.0,0.0,40.33401834354295,,,,,,,,
AST-0001-DIMM,2026-07-22T06:00:00,0.0,0.0,45.03814745345949,,,,,,,,
AST-0001-DIMM,2026-07-22T12:00:00,0.0,0.0,43.05526922519761,,,,,,,,
AST-0001-DIMM,2026-07-22T18:00:00,0.0,0.0,42.000253179274246,,,,,,,,
AST-0001-DIMM,2026-07-23T00:00:00,1.0,0.0,41.70814020475953,,,,,,,,
AST-0001-DIMM,2026-07-23T06:00:00,0.0,0.0,46.72006470742573,,,,,,,,
AST-0001-DIMM,2026-07-23T12:00:00,0.0,0.0,39.7108283709157,,,,,,,,
AST-0001-DIMM,2026-07-23T18:00:00,0.0,0.0,42.783473150724475,,,,,,,,
AST-0001-DIMM,2026-07-24T00:00:00,0.0,0.0,45.57342885926659,,,,,,,,
AST-0001-DIMM,2026-07-24T06:00:00,0.0,0.0,43.44043021017483,,,,,,,,
AST-0001-DIMM,2026-07-24T12:00:00,0.0,0.0,44.782315444674545,,,,,,,,
AST-0001-DIMM,2026-07-24T18:00:00,3.0,0.0,42.157400395068734,,,,,,,,
AST-0001-DIMM,2026-07-25T00:00:00,1.0,0.0,41.24406786537934,,,,,,,,
AST-0001-DIMM,2026-07-25T06:00:00,0.0,0.0,46.41447591897947,,,,,,,,
AST-0001-DIMM,2026-07-25T12:00:00,0.0,0.0,41.28944920647095,,,,,,,,
AST-0001-DIMM,2026-07-25T18:00:00,0.0,0.0,42.8879819690613,,,,,,,,
AST-0001-DIMM,2026-07-26T00:00:00,0.0,0.0,36.72983465256425,,,,,,,,
AST-0001-DIMM,2026-07-26T06:00:00,0.0,0.0,47.182050642492555,,,,,,,,
AST-0001-DIMM,2026-07-26T12:00:00,0.0,0.0,44.59148404109457,,,,,,,,
AST-0001-DIMM,2026-07-26T18:00:00,0.0,0.0,41.816026962513455,,,,,,,,
AST-0001-DIMM,2026-07-27T00:00:00,1.0,0.0,45.90013378409687,,,,,,,,
AST-0001-DIMM,2026-07-27T06:00:00,1.0,0.0,45.53223566693308,,,,,,,,
AST-0001-DIMM,2026-07-27T12:00:00,0.0,0.0,47.231803578503374,,,,,,,,
AST-0001-DIMM,2026-07-27T18:00:00,0.0,0.0,44.48396453039118,,,,,,,,
AST-0001-DIMM,2026-07-28T00:00:00,0.0,0.0,42.199637447577615,,,,,,,,
AST-0001-DIMM,2026-07-28T06:00:00,0.0,0.0,44.968751803784556,,,,,,,,
AST-0001-DIMM,2026-07-28T12:00:00,0.0,0.0,44.34705102725298,,,,,,,,
AST-0001-DIMM,2026-07-28T18:00:00,1.0,0.0,45.51374128040196,,,,,,,,
AST-0001-DIMM,2026-07-29T00:00:00,0.0,0.0,47.4619384729404,,,,,,,,
AST-0001-DIMM,2026-07-29T06:00:00,0.0,0.0,37.28387923304028,,,,,,,,
AST-0001-DIMM,2026-07-29T12:00:00,0.0,0.0,38.48397842221555,,,,,,,,
AST-0001-DIMM,2026-07-29T18:00:00,1.0,0.0,43.91260143269309,,,,,,,,
AST-0001-DIMM,2026-07-30T00:00:00,2.0,0.0,38.350319551856614,,,,,,,,
AST-0001-DIMM,2026-07-30T06:00:00,0.0,0.0,42.936028414653734,,,,,,,,
AST-0001-DIMM,2026-07-30T12:00:00,0.0,0.0,43.82628441667332,,,,,,,,
AST-0001-DIMM,2026-07-30T18:00:00,0.0,0.0,42.91310018709078,,,,,,,,
AST-0001-DIMM,2026-07-31T00:00:00,1.0,0.0,46.84862904495362,,,,,,,,
AST-0001-DIMM,2026-07-31T06:00:00,0.0,0.0,40.226689724426684,,,,,,,,
AST-0001-DIMM,2026-07-31T12:00:00,0.0,0.0,37.25521680163817,,,,,,,,
AST-0001-DIMM,2026-07-31T18:00:00,0.0,0.0,43.105069838101976,,,,,,,,
AST-0001-DIMM,2026-08-01T00:00:00,0.0,0.0,40.287169015434614,,,,,,,,
AST-0001-DIMM,2026-08-01T06:00:00,1.0,0.0,42.69863406041151,,,,,,,,
AST-0001-DIMM,2026-08-01T12:00:00,1.0,0.0,39.409964205781854,,,,,,,,
AST-0001-DIMM,2026-08-01T18:00:00,0.0,0.0,41.54243240264292,,,,,,,,
